新潟,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,TSUTAYA,蔦屋書店小出③　軒下,,長机1～2台程,屋内（風除室含む）,グラスト,"27,500","27,500",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店柏崎岩上①　店内,柏崎市岩上扇田251-1,長机1～2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店柏崎岩上②　風除室,,長机1～2台程,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店柏崎岩上③　軒下,,長机1～2台程,屋内（風除室含む）,グラスト,"27,500","27,500",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店六日町①　店内,南魚沼市余川3322-2,長机1～2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店六日町②　風除室,,長机1～2台程,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店六日町③　軒下,,長机1～2台程,屋内（風除室含む）,グラスト,"27,500","27,500",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店上越インター①　店内,上越市藤野新田1174-2,長机1～2台程,屋内（風除室含む）,グラスト,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店上越インター②　風除室,,長机1～2台程,屋内（風除室含む）,グラスト,"34,000","34,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店上越インター③　軒下,,長机1～2台程,屋内（風除室含む）,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店高田西①　店内,上越市大貫4-4-22,長机1～2台程,屋内（風除室含む）,グラスト,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店高田西②　風除室,,長机1～2台程,屋内（風除室含む）,グラスト,"34,000","34,000",要確認,,,,備品貸出不可,,,,,,,
,TSUTAYA,蔦屋書店高田西③　軒下,,長机1～2台程,屋内（風除室含む）,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,
,PLANT,PLANT聖籠①　ベーカリー横,北蒲原郡聖籠町大字蓮野字西山708番,約9㎡,屋内（風除室含む）,グラスト,"18,000","20,000",要確認,,,,"長机1,000円/台、椅子500円/台",,,,,,,
,PLANT,PLANT聖籠②　屋外食品側入口,,約14㎡,屋外,グラスト,"18,000","20,000",要確認,,,,"長机1,000円/台、椅子500円/台",,,,,,,
,PLANT,PLANT聖籠③　屋外中央,,約28㎡,屋外,グラスト,"18,000","20,000",要確認,,,,"長机1,000円/台、椅子500円/台",,,,,,,
,PLANT,PLANT-5刈羽①　総合案内所横,刈羽郡刈羽村大字刈羽3889番地,約2㎡,屋内（風除室含む）,グラスト,"18,000","20,000",要確認,,,,"長机1,000円/台、椅子500円/台",,,,,,,
