東京,,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真,
,郵便局,立川大山郵便局6690,立川市上砂町3-11-17,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江東永代郵便局6700,江東区永代1-14-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,石神井四郵便局6740,練馬区石神井町4-28-13,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,板橋北郵便局6750,板橋区志村3-24-16,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,国立駅前郵便局6780,国立市中1-17-26,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,台東花川戸郵便局6790,台東区花川戸2-8-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江東辰巳郵便局6800,江東区辰巳1-9-49,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立鹿浜八郵便局6820,足立区鹿浜8-11-4,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,鉄鋼ビル郵便局6830,千代田区丸の内1-8-2,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,板橋舟渡郵便局6860,板橋区舟渡2-5-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立竹の塚郵便局6870,足立区竹の塚5-8-5,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立古千谷郵便局6880,足立区古千谷本町2-20-12,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,江戸川中央三郵便局6900,江戸川区中央3-24-18,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川東松本郵便局6910,江戸川区東松本1-14-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子大和田郵便局6930,八王子市大和田町3-20-15,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,武蔵野関前三郵便局6950,武蔵野市関前3-13-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立入谷郵便局6960,足立区入谷9-15-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,調布染地郵便局6970,調布市染地3-1-815,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,府中栄町郵便局6990,府中市栄町2-10-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,狛江東野川郵便局7000,狛江市東野川3-6-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,福生熊川南郵便局7010,福生市熊川161-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東村山秋津郵便局7020,東村山市秋津町3-10-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小金井貫井南郵便局7030,小金井市貫井南町4-3-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,国分寺西町郵便局7040,国分寺市西町3-26-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,日野北郵便局7050,日野市日野1047-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小平仲町郵便局7060,小平市仲町630,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,ひばりが丘北郵便局7070,西東京市ひばりが丘北3-5-17,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,田無緑町郵便局7080,西東京市緑町3-5-19,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東久留米滝山郵便局7090,東久留米市滝山4-1-22,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,国立谷保郵便局7100,国立市谷保6249,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,瑞穂むさし野郵便局7110,瑞穂町むさし野2-54-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,大田平和島二郵便局7120,大田区平和島2-1-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,滝野川六郵便局7130,北区滝野川6-76-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,練馬高松三郵便局7140,練馬区高松3-21-19,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子横川郵便局7150,八王子市横川町536-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,田無南町二郵便局7160,西東京市南町2-1-15,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,日野駅前郵便局7180,日野市日野本町4-2-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋三園郵便局7200,板橋区三園1-22-23,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,板橋富士見郵便局7210,板橋区富士見町31-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬富士見台四郵便局7220,練馬区富士見台4-11-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,石神井台六郵便局7240,練馬区石神井台6-15-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,上野駅前郵便局7250,台東区上野6-15-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立伊興二郵便局7260,足立区伊興2-18-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立西保木間郵便局7270,足立区西保木間4-5-14106,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾西水元郵便局7280,葛飾区西水元5-11-5,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,葛飾高砂七郵便局7290,葛飾区高砂7-21-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川南篠崎二郵便局7300,江戸川区南篠崎町2-45-15,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子椚田郵便局7310,八王子市椚田町203,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,めじろ台駅前郵便局7320,八王子市めじろ台4-1-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,青梅末広郵便局7330,青梅市末広町2-2-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東久留米本村郵便局7340,東久留米市下里1-11-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,昭島緑郵便局7350,昭島市緑町2-28-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,神代植物公園前郵便局7360,調布市深大寺元町4-30-35,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,町田藤の台郵便局7370,町田市藤の台1-1-52-102,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,町田南大谷郵便局7380,町田市南大谷3-18-16,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,日野高幡台郵便局7400,日野市程久保650,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,田無北芝久保郵便局7420,西東京市芝久保町4-14-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,下保谷二郵便局7430,西東京市下保谷2-4-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,保谷中町四郵便局7440,西東京市中町4-8-25,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東大和向原郵便局7450,東大和市向原3-1-6,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,三鷹上連雀五郵便局7460,三鷹市上連雀5-15-16,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小平天神郵便局7470,小平市天神町1-1-21,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,三鷹深大寺郵便局7480,三鷹市深大寺1-14-25,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋徳丸五郵便局7490,板橋区徳丸5-5-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小金井郵便局7520,小金井市本町5-38-20,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,秋川野辺郵便局7560,あきる野市野辺384,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,新宿第一生命ビル内郵便局7570,新宿区西新宿2-7-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,世田谷上祖師谷二郵便局7580,世田谷区上祖師谷2-7-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,永山駅前郵便局7590,多摩市永山1-5ベルブ永山214,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,練馬南田中二郵便局7610,練馬区南田中2-14-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬大泉四郵便局7620,練馬区大泉町4-28-13,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立佐野郵便局7630,足立区佐野2-11-12,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立ひとつや郵便局7640,足立区一ツ家2-13-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾亀有二郵便局7650,葛飾区亀有2-15-20,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾東堀切二郵便局7660,葛飾区東堀切2-21-24,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川椿郵便局7670,江戸川区春江町3-43-14,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,江戸川春江五郵便局7680,江戸川区春江町5-11-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子犬目郵便局7690,八王子市犬目町132-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,府中本町二郵便局7710,府中市本町2-20-16,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,町田鶴川四郵便局7720,町田市鶴川4-28-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東村山栄町郵便局7750,東村山市栄町1-15-56,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,稲城平尾郵便局7770,稲城市平尾3-1-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,和泉多摩川駅前郵便局7790,狛江市東和泉3-5-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東大和芋窪郵便局7800,東大和市芋窪1-2079-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,湯島四郵便局7810,文京区湯島4-6-11,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,墨田立花団地内郵便局7820,墨田区立花1-26-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東久留米南沢五郵便局7830,東久留米市南沢5-18-48,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江東東砂八郵便局7840,江東区東砂8-19-13,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,向島郵便局7880,墨田区東向島2-32-25,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,新宿戸山郵便局7890,新宿区戸山2-10-101,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,大田南六郷二郵便局7900,大田区南六郷2-35-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷桜上水一郵便局7910,世田谷区桜上水1-22-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立江北郵便局7930,足立区江北6-30-21,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立保木間郵便局7940,足立区保木間1-31-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子館町郵便局7960,八王子市館町1097館ヶ丘団地2-5-115,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子狭間通郵便局7970,八王子市狭間町1455-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,八王子緑町郵便局7980,八王子市緑町291-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子上柚木郵便局7990,八王子市上柚木682-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,立川若葉町郵便局8010,立川市若葉町4-25-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,三鷹中原四郵便局8020,三鷹市中原4-11-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小平花小金井五郵便局8040,小平市花小金井8-34-3,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,昭島松原四郵便局8050,昭島市松原町4-4-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東久留米大門郵便局8060,東久留米市大門町2-6-5,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
