神奈川,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,スポーツクラブ ルネサンス,海老名,神奈川県海老名市中央2丁目950,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,港南台,神奈川県横浜市港南区港南台5－9－1,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,天王町,神奈川県横浜市保土ヶ谷区天王町2－45－12,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,淵野辺,神奈川県相模原市中央区鹿沼台1-9-15,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,相模大野,神奈川県相模原市南区相模大野7-19-1,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,橋本,神奈川県相模原市緑区橋本3-3-1 SING橋本5、6F Ｂ1Ｆ,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,大和,神奈川県大和市大和東3－2－1,お問い合わせ下さい,,,,,実施不可,,,,,,,,,,,
,スポーツクラブ ルネサンス,上大岡,横浜市港南区上大岡西3-9-1,要確認,,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,スポーツクラブ ルネサンス,武蔵小杉駅,川崎市中原区小杉町1-403,要確認,,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,スポーツクラブ ルネサンス,横須賀,横須賀市平成町2丁目14-1,要確認,,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,スポーツクラブ ルネサンス,OASIS　RAFEEL港北,横浜市都筑区中川中央2丁目7-1,要確認,,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,スポーツクラブ ルネサンス,戸塚,横浜市戸塚区戸塚町4253-1,要確認,,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,スポーツクラブ ルネサンス,相模原,相模原市中央区中央2-12-18,要確認,,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,コロナワールド,小田原,神奈川県小田原市前川219-4,正面入口横,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,コロナワールド,小田原,神奈川県小田原市前川219-4,1階 A：エントランス温泉入口横,屋内（風除室含む）,場所とる,"20,000","30,000",要確認,,,,,,,,,,,
,コロナワールド,小田原,神奈川県小田原市前川219-4,1階 B：エントランス自販機前,屋内（風除室含む）,場所とる,"20,000","30,000",要確認,,,,,,,,,,,
,コロナワールド,小田原,神奈川県小田原市前川219-4,屋外スペース,屋外,場所とる,"20,000","30,000",要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,グランサックス前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,イベント広場,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,ベビードール前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,グランドガーデン,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,セブンカルチャー前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,アクアガーデン,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,フードコート側口,屋外,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,フードコート脇,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,いつ和前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アリオ,橋本,神奈川県相模原市緑区大山町1-22,1丁目1番地前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アクロスプラザ,東神奈川,神奈川県横浜市神奈川区西寺尾1-16-15,薬局（クリエイト）横,屋外,場所とる,"25,000","30,000",要確認,,,,,,,,,,,
,アクロスプラザ,伊勢原店,神奈川県横浜市神奈川区西寺尾1-16-15,31前,屋外,,,,要確認,,,,,,,,,,,
,アクロスプラザ,伊勢原店,神奈川県横浜市神奈川区西寺尾1-16-15,軒下(PCサテライト横),屋外,場所とる,"20,000","25,000",要確認,,,,,,,,,,,
,アクロスプラザ,平塚見附店,平塚市錦町4-22,ローソン横催事スペース,屋外,場所とる,"20,000","25,000",要確認,,,,,,,,,,,
,NAS,溝の口,神奈川県川崎市高津区溝口1-12-12,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,平塚,神奈川県平塚市紅谷町67,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,中山,神奈川県横浜市緑区台村町135-5パーシモンプラザ3Ｆ,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,戸塚,神奈川県横浜市戸塚区吉田町3001-3,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,新川崎,神奈川県川崎市幸区新川崎5-2シンカモール4Ｆ,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,瀬谷,神奈川県横浜市瀬谷区瀬谷4-7-5,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,湘南台,神奈川県藤沢市湘南台1-7-7,更衣室前,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,南林間,神奈川県大和市南林間1-2-16,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,NAS,藤沢,神奈川県藤沢市藤沢490-1,お問い合わせ下さい,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,
,BRANCH,横浜南部市場,神奈川県横浜市金沢区鳥浜町1-1,正面インフォメーション前　9㎡程度,屋外,場所とる,"23,000","40,000",要確認,,,,事前打ち合わせ必須,,,,,,,
,BRANCH,横浜南部市場,神奈川県横浜市金沢区鳥浜町1-1,中央エレベーター前,屋内（風除室含む）,場所とる,"35,000","55,000",要確認,,,,事前打ち合わせ必須,,,,,,,
,BRANCH,横浜南部市場,神奈川県横浜市金沢区鳥浜町1-1,マーケット広場,屋外,場所とる,"40,000","74,000",実施不可,,,,事前打ち合わせ必須,,,,,,,
,BRANCH,横浜南部市場,神奈川県横浜市金沢区鳥浜町1-1,イベントスペース,屋内（風除室含む）,,,,要確認,,,,事前打ち合わせ必須,,,,,,,
,BRANCH,横浜南部市場,神奈川県横浜市金沢区鳥浜町1-1,海辺広場,屋外,場所とる,"65,000","125,000",実施不可,,,,事前打ち合わせ必須,,,,,,,
,BRANCH,横浜南部市場,神奈川県横浜市金沢区鳥浜町1-1,NANBUBASE(海辺広場付近),屋内（風除室含む）,,,,要確認,,,,事前打ち合わせ必須,,,,,,,
,イオンモール,平塚,神奈川県平塚市大神(ツインシティ大神地区土地区画整理事業予定地),お問い合わせ下さい,,,,,要確認,,,,,,,,,,,
,イオンモール,大和,神奈川県大和市下鶴間1-2-1,ウォーターコート,屋内（風除室含む）,場所とる,"78,000","148,000",要確認,,,,au NG,,,,,,,
,イオンモール,大和,神奈川県大和市下鶴間1-2-1,ライトコートエスカレーター脇,屋内（風除室含む）,場所とる,"38,000","68,000",要確認,,,,au NG,,,,,,,
,イオンモール,大和,神奈川県大和市下鶴間1-2-1,ライトコート吹き抜け,屋内（風除室含む）,場所とる,"78,000","148,000",要確認,,,,au NG,,,,,,,
,イオンモール,大和,神奈川県大和市下鶴間1-2-1,ライトコートエスカレーター脇,屋内（風除室含む）,場所とる,"28,000","48,000",要確認,,,,au NG,,,,,,,
,イオンモール,大和,神奈川県大和市下鶴間1-2-1,ライトコートエスカレーター脇,屋内（風除室含む）,場所とる,"38,000","68,000",要確認,,,,au NG,,,,,,,
,イオンモール,大和,神奈川県大和市下鶴間1-2-1,ライトコート,屋内（風除室含む）,場所とる,"133,000","258,000",要確認,,,,au NG,,,,,,,
,マルイシティ横浜,マルイシティ横浜,神奈川県横浜市西区高島2-19-12,カレンダリウムD09,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイシティ横浜,マルイシティ横浜,神奈川県横浜市西区高島2-19-12,カレンダリウムD04,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF06,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF03,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF01,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,イベントスペース,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF04,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムD,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF05,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムC01,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF02,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF08,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー溝口,マルイファミリー溝口,神奈川県川崎市高津区溝口1-4-1,カレンダリウムF07,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムD0１,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF11,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムC01,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF12,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムC02,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF10,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムD04,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF02,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF03,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF04,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF06,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF07,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF01,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF08,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF05,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムC03,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,マルイファミリー海老名,マルイファミリー海老名,神奈川県海老名市中央1-6-1,カレンダリウムF09,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,ライズモール,戸塚,神奈川県横浜市戸塚区戸塚町1313-7,エレベーター前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,ライズモール,ひばりが丘,神奈川県座間市ひばりが丘4丁目11-1,エスカレーター付近,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,食品館あおば,本牧店,神奈川県横浜市中区本牧間門38-1,サッカー台付近,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,食品館あおば,ひばりが丘店,座間市ひばりが丘4丁目11-1RISE MALLひばりが丘 2階 RISE MALLひばりが丘 2階,1階　自販機前,屋内（風除室含む）,場所とる,"25,000","30,000",要確認,,,,,,,,,,,
,イオン,金沢シーサイド店,神奈川県横浜市金沢区並木2-13-1,サービスカウンター前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アピタテラス,横浜綱島,神奈川県横浜市港北区綱島東四丁目3番17号,北綱島交差点出入口テラス(風除室),屋内（風除室含む）,場所とる,"55,000","75,000",要確認,,,,,,,,,,,
,アピタテラス,横浜綱島,神奈川県横浜市港北区綱島東四丁目3番17号,コミュニティパーク,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アピタテラス,横浜綱島,神奈川県横浜市港北区綱島東四丁目3番17号,エレベーター前・エスカレーター横,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アピタテラス,横浜綱島,神奈川県横浜市港北区綱島東四丁目3番17号,くまざわ書店前特設スペース,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アピタテラス,横浜綱島,神奈川県横浜市港北区綱島東四丁目3番17号,中央エスカレーター吹抜け横（スタジオアリス前）,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,アピタテラス,横浜綱島,神奈川県横浜市港北区綱島東四丁目3番17号,カルディ前,屋内（風除室含む）,場所とる,"80,000","115,000",要確認,,,,月・火の開催不可,,,,,,,
,FUJIスーパー,本郷台店,神奈川県横浜市栄区小菅ヶ谷 1-2-2,店内スペース,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,FUJIスーパー,芹ヶ谷店,神奈川県横浜市港南区芹が谷5-1-1,店頭（軒あり）,屋外,,,,要確認,,,,,,,,,,,
,FUJIスーパー,鳥山店,神奈川県横浜市港北区鳥山町75,店内スペース,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,FUJIスーパー,鳥山店,神奈川県横浜市港北区鳥山町75,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,FUJIスーパー,馬場店,神奈川県横浜市鶴見区馬場3-10-45,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,FUJIスーパー,馬場店,神奈川県横浜市鶴見区馬場3-10-45,店内スペース,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,ビッグ・エー,横浜丸山台店,神奈川県横浜市港南区丸山台1-15-4,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,横浜川上町店,神奈川県横浜市戸塚区川上町464-15,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,横浜中白根店,神奈川県横浜市旭区中白根3-1-38,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,元町・中華街駅,元町・中華街駅,神奈川県横浜市中区山下町,改札外,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,日本大通り駅,日本大通り駅,神奈川県横浜市中区日本大通,改札外①,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,日本大通り駅,日本大通り駅,神奈川県横浜市中区日本大通,改札外②,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,日本大通り駅,日本大通り駅,神奈川県横浜市中区日本大通,改札外③,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,馬車道駅,馬車道駅,神奈川県横浜市中区本町５丁目４９,改札外⑤,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,馬車道駅,馬車道駅,神奈川県横浜市中区本町５丁目４９,改札外⑥,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,馬車道駅,馬車道駅,神奈川県横浜市中区本町５丁目４９,改札外①,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,馬車道駅,馬車道駅,神奈川県横浜市中区本町５丁目４９,改札外②,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,馬車道駅,馬車道駅,神奈川県横浜市中区本町５丁目４９,改札外③,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,馬車道駅,馬車道駅,神奈川県横浜市中区本町５丁目４９,改札外④,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,みなとみらい駅,みなとみらい駅,神奈川県横浜市西区みなとみらい３丁目５,改札外①,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,みなとみらい駅,みなとみらい駅,神奈川県横浜市西区みなとみらい３丁目５,改札外②,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,みなとみらい駅,みなとみらい駅,神奈川県横浜市西区みなとみらい３丁目５,改札内,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,新高島駅,新高島駅,神奈川県横浜市西区みなとみらい５丁目１,改札外,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,新高島駅,新高島駅,神奈川県横浜市西区みなとみらい５丁目１,改札内,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,カインズ,横須賀久里浜店,神奈川県横須賀市久里浜 8丁目8番1号,エレベーター前,屋内（風除室含む）,場所とる,"23,000","25,000",要確認,,,,,,,,,,,
,カインズ,秦野店,神奈川県秦野市落合 480,出入口前,屋内（風除室含む）,場所とる,"23,000","25,000",要確認,,,,,,,,,,,
,カインズ,フォルテ秦野店,神奈川県秦野市曽屋1210,1階　屋内左側スペース,屋内（風除室含む）,場所とる,"23,000","25,000",要確認,,,,,,,,,,,
,カインズ,相模原塩田店,神奈川県相模原市中央区田名塩田 4丁目18番1号,出入口前,屋内（風除室含む）,場所とる,"23,000","25,000",要確認,,,,,,,,,,,
,カインズ,横浜いずみ野店,神奈川県横浜市泉区和泉町6214-1,店内レジ後ろ,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,カインズ,フォルテ秦野店,神奈川県秦野市曽屋１２１０,入口,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,カインズ,相模原愛川インター店,相模原市南区当麻1876,右側カフェブリッコ前,屋内（風除室含む）,場所とる,"23,000","25,000",要確認,,,,,,,,,,,
,ビッグ・エー,小田急桜ヶ丘西口店,神奈川県大和市福田2-2-4,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,新百合ヶ丘店,神奈川県川崎市麻生区古沢177,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,グランツリー,武蔵小杉,神奈川県川崎市中原区新丸子東3丁目1135番地1号,2nd stage(セカンドステージ）,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,グランツリー,武蔵小杉,神奈川県川崎市中原区新丸子東3丁目1135番地1号,ピロティ（屋根付屋外広場）,屋外,場所とる,"158,000","308,000",要確認,,,,,,,,,,,
,グランツリー,武蔵小杉,神奈川県川崎市中原区新丸子東3丁目1135番地1号,東急側吹抜け通路,屋内（風除室含む）,場所とる,"208,000","308,000",要確認,,,,,,,,,,,
,グランツリー,武蔵小杉,神奈川県川崎市中原区新丸子東3丁目1135番地1号,アカチャンホンポ前レストスペース,屋内（風除室含む）,場所とる,"108,000","158,000",要確認,,,,,,,,,,,
,グランツリー,武蔵小杉,神奈川県川崎市中原区新丸子東3丁目1135番地1号,吹抜け通路（フードコート横）,屋内（風除室含む）,場所とる,"58,000","108,000",要確認,,,,,,,,,,,
,グランツリー,武蔵小杉,神奈川県川崎市中原区新丸子東3丁目1135番地1号,1st stage(ファーストステージ）,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,ビッグ・エー,川崎久地店,神奈川県川崎市高津区久地3-16-6,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,川崎宿河原店,神奈川県川崎市多摩区宿河原3-10-8,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,相模原鵜野森店,神奈川県相模原市南区鵜野森1-29-3,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,相模原共和店,神奈川県相模原市中央区共和4-14-1,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,相模原相南店,神奈川県相模原市南区相南4-23-15,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,相模原相武台店,神奈川県相模原市南区相武台3-18-20,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビッグ・エー,相模原相模台店,神奈川県相模原市南区相模台2-1-4,店頭スペース,屋外,,,,要確認,,,,,,,,,,,
,ビエラ蒔田,ビエラ蒔田,神奈川県横浜市南区花之木町三丁目48－１,まちかど広場(ライフ前),屋外,,,,要確認,,,,,,,,,,,
,ビエラ蒔田,ビエラ蒔田,神奈川県横浜市南区花之木町三丁目48－１,さくらみえるテラス,屋外,,,,要確認,,,,,,,,,,,
,ビエラ蒔田,ビエラ蒔田,神奈川県横浜市南区花之木町三丁目48－１,ビエラスタジオ,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,ららぽーと横浜店,神奈川県横浜市都筑区池辺町4035番1,催事場,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー食品館,ららぽーと湘南平塚店,神奈川県平塚市天沼10－1,花屋横スペース,屋内（風除室含む）,,,,実施不可,,,,,,,,,,,
,イトーヨーカドー,横浜別所店,神奈川県横浜市南区別所1-14-1,正面入口,屋外,場所とる,"25,000","45,000",要確認,,,,【8.15.18.25.28日は土日祝料金】【3月.5月.8月.12月は賃料増額】,,,,,,,
,イトーヨーカドー,横浜別所店,神奈川県横浜市南区別所1-14-1,立体駐車場入口,屋内（風除室含む）,場所とる,"25,000","45,000",要確認,,,,【8.15.18.25.28日は土日祝料金】【3月.5月.8月.12月は賃料増額】,,,,,,,
,イトーヨーカドー,横浜別所店,神奈川県横浜市南区別所1-14-1,バス停側入口,屋内（風除室含む）,場所とる,"45,000","85,000",要確認,,,,【8.15.18.25.28日は土日祝料金】【3月.5月.8月.12月は賃料増額】,,,,,,,
,イトーヨーカドー,横浜別所店,神奈川県横浜市南区別所1-14-1,平面駐車場側入口　右側(屋根有),屋内（風除室含む）,場所とる,"55,000","85,000",要確認,,,,【8.15.18.25.28日は土日祝料金】【3月.5月.8月.12月は賃料増額】,,,,,,,
,イトーヨーカドー,大和鶴間店,神奈川県大和市下鶴間1丁目3番1号,イオン連絡通路入口前,屋内（風除室含む）,場所とる,"55,000","85,000",要確認,,,,,,,,,,,
,イトーヨーカドー,大和鶴間店,神奈川県大和市下鶴間1丁目3番1号,催事場,屋内（風除室含む）,場所とる,"35,000","55,000",要確認,,,,,,,,,,,
,イトーヨーカドー,大和鶴間店,神奈川県大和市下鶴間1丁目3番1号,レストラン街催事場,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,大和鶴間店,神奈川県大和市下鶴間1丁目3番1号,鶴間駅側入口,屋内（風除室含む）,場所とる,"50,000","80,000",要確認,,,,,,,,,,,
,イトーヨーカドー,大和鶴間店,神奈川県大和市下鶴間1丁目3番1号,鶴間駅側入口,屋外,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,武蔵小杉駅前店,神奈川県川崎市中原区小杉町3-420,セブン保険ショップ入口横,屋内（風除室含む）,,,,実施不可,,,,,,,,,,,
,イトーヨーカドー,藤沢店,神奈川県藤沢市鵠沼石上1-10-1,正面入口,屋外,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,藤沢店,神奈川県藤沢市鵠沼石上1-10-1,お客様エレベーター前,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,藤沢店,神奈川県藤沢市鵠沼石上1-10-1,花咲側入口横,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,アリオ橋本店,神奈川県相模原市緑区大山町1-22,ひといきコーナー前（イトーヨーカドー区画内）,屋内（風除室含む）,場所とる,"55,000","85,000",要確認,,,,,,,,,,,
,イトーヨーカドー,能見台店,神奈川県横浜市金沢区能見台東3-1,薬局側エスカレーター横,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,能見台店,神奈川県横浜市金沢区能見台東3-1,能見台駅側入口,屋外,場所とる,"35,000","55,000",要確認,,,,,,,,,,,
,イトーヨーカドー,能見台店,神奈川県横浜市金沢区能見台東3-1,西側入口,屋外,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,かまくら道入口,屋内（風除室含む）,場所とる,"25,000","25,000",要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,駅側入り口,屋内（風除室含む）,場所とる,"55,000","55,000",要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,フードコート前柱周り,屋内（風除室含む）,場所とる,"35,000","55,000",要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,1階屋外,屋外,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,しあわせ食堂前,屋内（風除室含む）,場所とる,"45,000","65,000",要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,しあわせ食堂前　食品レジ側,屋内（風除室含む）,場所とる,"35,000","55,000",要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,エスカレーター左側,屋内（風除室含む）,場所とる,"55,000","75,000",要確認,,,,,,,,,,,
,イトーヨーカドー,立場店,神奈川県横浜市泉区中田西1-1-15,エスカレーター右側,屋内（風除室含む）,場所とる,"55,000","55,000",要確認,,,,,,,,,,,
,イトーヨーカドー食品館,瀬谷店,神奈川県横浜市瀬谷区中央6-15,エレベーター前ブース,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,
,イトーヨーカドー食品館,瀬谷店,神奈川県横浜市瀬谷区中央6-15,エレベーター横,屋内（風除室含む）,場所とる,"25,000","35,000",要確認,,,,,,,,,,,
,イトーヨーカドー,湘南台店,神奈川県藤沢市石川6-2-1,バス通り側入口,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
,イトーヨーカドー,湘南台店,神奈川県藤沢市石川6-2-1,平面駐車場側催事場,屋内（風除室含む）,,,,要確認,,,,,,,,,,,
