埼玉,,,,,場所とる,"21,000","21,000",,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,T－FRONTE,T－FRONTE②　1階サブエントランス,戸田市新曽662,長机1台程度,屋内（風除室含む）,場所取る,"25,000","40,000",要確認,,,,,,,,,,,
,T－FRONTE,T－FRONTE③　1階メインエントランス,戸田市新曽662,長机2台程度,屋内（風除室含む）,場所取る,"25,000","40,000",要確認,,,,,,,,,,,
,ららテラス川口,ららテラス川口①　1階エスカレーター横1,川口市栄町3-5-1,7.3㎡程度,屋内（風除室含む）,場所取る,"108,000","158,000",要確認,,,,,,,,,,,
,ららテラス川口,ららテラス川口②　1階エスカレーター横2,川口市栄町3-5-1,7.3㎡程度,屋内（風除室含む）,場所取る,"108,000","158,000",要確認,,,,,,,,,,,
,ららテラス川口,ららテラス川口③　2階エスカレーター横１,川口市栄町3-5-1,7.3㎡程度,屋内（風除室含む）,場所取る,"108,000","158,000",要確認,,,,,,,,,,,
,ららテラス川口,ららテラス川口④　2階エスカレーター横２,川口市栄町3-5-1,7.3㎡程度,屋内（風除室含む）,場所取る,"108,000","158,000",要確認,,,,,,,,,,,
,ららテラス川口,ららテラス川口⑤　3階西エントランス前,川口市栄町3-5-1,6.8㎡程度,屋内（風除室含む）,場所取る,"108,000","208,000",要確認,,,,,,,,,,,
,ららテラス川口,ららテラス川口⑥　地下1階東エントランス前,川口市栄町3-5-1,10.8㎡程度,屋内（風除室含む）,場所取る,"50,800","108,000",要確認,,,,,,,,,,,
,ジョイフル本田,ジョイフル本田幸手①　2階フードコート前,幸手市上高野1258-1,2.7m×2.7m,屋内（風除室含む）,グラスト,"40,000","108,000",要確認,無,無,有,8/13～16、12/28～31は土日祝価格,,,,,,,
,ジョイフル本田,ジョイフル本田幸手②　1階催事場,幸手市上高野1258-1,3.6m×1.8m,屋内（風除室含む）,グラスト／場所とる,"45,000","118,000",要確認,無,無,有,8/13～16、12/28～31は土日祝価格,,,,,,,
